Observation,Grade,Label,Prediction,Threshold,New Prediction,Explanation,Change
875,C,False,0.09965464489499706,0.5,,0,No Explanation
876,E,False,0.12057961268009204,0.5,,0,No Explanation
877,C,False,0.1920273487238814,0.5,,0,No Explanation
878,C,False,0.1869228461470525,0.5,,0,No Explanation
879,B,False,0.22694136225154957,0.5,,0,No Explanation
880,B,False,0.19876312706625845,0.5,,0,No Explanation
881,A,False,0.22889800919037243,0.5,,0,No Explanation
882,F,False,0.4232076140596239,0.5,,0,No Explanation
883,B,False,0.12222122995374823,0.5,,0,No Explanation
884,D,False,0.2200037364708249,0.5,,0,No Explanation
885,B,False,0.20136498903007566,0.5,,0,No Explanation
886,C,True,0.1714561934344709,0.5,,0,No Explanation
887,A,False,0.09338837394768615,0.5,,0,No Explanation
888,B,False,0.15635040108011924,0.5,,0,No Explanation
889,A,False,0.05972690918003228,0.5,,0,No Explanation
890,B,False,0.11321185463103468,0.5,,0,No Explanation
891,B,True,0.08049606760681176,0.5,,0,No Explanation
892,A,False,0.063283220845395,0.5,,0,No Explanation
893,D,False,0.28124201555455836,0.5,,0,No Explanation
894,A,False,0.01358816855196258,0.5,,0,No Explanation
895,B,True,0.3707893202668136,0.5,,0,No Explanation
896,B,False,0.21597051755087607,0.5,,0,No Explanation
897,D,False,0.2695904307910332,0.5,,0,No Explanation
898,A,False,0.020327130644227736,0.5,,0,No Explanation
899,A,False,0.032144569568718175,0.5,,0,No Explanation
900,C,False,0.30673879139602267,0.5,,0,No Explanation
901,D,False,0.13658995942377708,0.5,,0,No Explanation
902,C,False,0.1890959782967873,0.5,,0,No Explanation
903,D,True,0.4285230164119399,0.5,,0,No Explanation
904,F,False,0.33489982279900904,0.5,,0,No Explanation
905,B,False,0.17344452924209894,0.5,,0,No Explanation
906,C,False,0.11394688894710048,0.5,,0,No Explanation
907,D,True,0.14962435492067147,0.5,,0,No Explanation
908,B,False,0.11128246268213385,0.5,,0,No Explanation
909,A,False,0.04845902737598132,0.5,,0,No Explanation
910,D,False,0.193601398240367,0.5,,0,No Explanation
911,B,False,0.0841491173683521,0.5,,0,No Explanation
912,E,True,0.301491610884061,0.5,,0,No Explanation
913,B,True,0.1726704648497912,0.5,,0,No Explanation
914,D,False,0.4682994936897287,0.5,,0,No Explanation
915,B,False,0.08014125429631143,0.5,,0,No Explanation
916,A,False,0.0857075336291724,0.5,,0,No Explanation
917,D,True,0.23951362180663374,0.5,,0,No Explanation
918,B,False,0.06767427622149172,0.5,,0,No Explanation
919,E,False,0.1575825059691947,0.5,,0,No Explanation
920,B,False,0.19118841661362113,0.5,,0,No Explanation
921,D,True,0.3601781035271208,0.5,,0,No Explanation
922,B,False,0.13983734230035466,0.5,,0,No Explanation
923,B,False,0.1756182268989174,0.5,,0,No Explanation
924,B,False,0.06171846494732357,0.5,,0,No Explanation
925,A,False,0.10272801775343313,0.5,,0,No Explanation
926,B,False,0.10856295805754504,0.5,,0,No Explanation
927,B,False,0.031487643517718704,0.5,,0,No Explanation
928,B,False,0.14096632955721852,0.5,,0,No Explanation
929,B,True,0.1042806612453735,0.5,,0,No Explanation
930,A,False,0.025678217942984992,0.5,,0,No Explanation
931,B,False,0.09821679349890637,0.5,,0,No Explanation
932,B,False,0.08985884760835128,0.5,,0,No Explanation
933,A,False,0.1994350552359729,0.5,,0,No Explanation
934,E,True,0.39533630587536206,0.5,,0,No Explanation
935,E,False,0.3117828923496769,0.5,,0,No Explanation
936,E,False,0.30688934560146486,0.5,,0,No Explanation
937,B,False,0.17940409350614073,0.5,,0,No Explanation
938,B,False,0.3351799879526378,0.5,,0,No Explanation
939,B,False,0.09876671671084306,0.5,,0,No Explanation
940,B,True,0.12542086349035553,0.5,,0,No Explanation
941,F,False,0.4098239113418886,0.5,,0,No Explanation
942,B,False,0.2256280717114692,0.5,,0,No Explanation
943,A,False,0.0023809523809523807,0.5,,0,No Explanation
944,C,False,0.12143535526174731,0.5,,0,No Explanation
945,C,False,0.42768259111925017,0.5,,0,No Explanation
946,B,False,0.16123195576759763,0.5,,0,No Explanation
947,C,True,0.33828307407617225,0.5,,0,No Explanation
948,D,False,0.25844610456495154,0.5,,0,No Explanation
949,C,False,0.24942765039579418,0.5,,0,No Explanation
950,B,False,0.2568108201784775,0.5,,0,No Explanation
951,A,False,0.10035215308604664,0.5,,0,No Explanation
952,F,True,0.38182733056004065,0.5,,0,No Explanation
953,F,False,0.2492654035491718,0.5,,0,No Explanation
954,A,False,0.056598120608922255,0.5,,0,No Explanation
955,B,False,0.09795815136940997,0.5,,0,No Explanation
956,E,True,0.21615255737780398,0.5,,0,No Explanation
957,C,False,0.3085038273928146,0.5,,0,No Explanation
958,D,False,0.25127527222956375,0.5,,0,No Explanation
959,B,False,0.10419441626230454,0.5,,0,No Explanation
960,E,False,0.17858816740432681,0.5,,0,No Explanation
961,D,False,0.29095540858181146,0.5,,0,No Explanation
962,B,False,0.08155988542565029,0.5,,0,No Explanation
963,C,False,0.118927182285395,0.5,,0,No Explanation
964,A,False,0.11708231373395481,0.5,,0,No Explanation
965,D,False,0.20215564618264278,0.5,,0,No Explanation
966,B,False,0.08329000509706512,0.5,,0,No Explanation
967,A,False,0.07626595257358079,0.5,,0,No Explanation
968,C,False,0.24654503888228355,0.5,,0,No Explanation
969,A,False,0.06865770077244536,0.5,,0,No Explanation
970,B,False,0.21560744878992302,0.5,,0,No Explanation
971,C,False,0.3533703260571559,0.5,,0,No Explanation
972,B,False,0.06226311715663809,0.5,,0,No Explanation
973,E,True,0.22218260591442995,0.5,,0,No Explanation
974,D,False,0.34707919909770846,0.5,,0,No Explanation
975,A,False,0.10419895251892698,0.5,,0,No Explanation
976,E,False,0.2566221009617599,0.5,,0,No Explanation
977,B,False,0.18740586174512502,0.5,,0,No Explanation
978,A,False,0.03774124787513725,0.5,,0,No Explanation
979,C,False,0.26624235858433437,0.5,,0,No Explanation
980,D,False,0.25845117165577836,0.5,,0,No Explanation
981,D,False,0.20081311659202605,0.5,,0,No Explanation
982,B,False,0.10304681747539218,0.5,,0,No Explanation
983,A,False,0.029139885839393222,0.5,,0,No Explanation
984,B,False,0.1661581730086105,0.5,,0,No Explanation
985,C,True,0.19638843561752095,0.5,,0,No Explanation
986,C,False,0.18995632209189459,0.5,,0,No Explanation
987,A,False,0.09681839578706336,0.5,,0,No Explanation
988,B,False,0.12079214139145548,0.5,,0,No Explanation
989,C,False,0.1264049829443262,0.5,,0,No Explanation
990,C,False,0.12707931004246498,0.5,,0,No Explanation
991,A,False,0.07595734956968925,0.5,,0,No Explanation
992,D,True,0.4626382270005108,0.5,,0,No Explanation
993,C,False,0.15761761363760013,0.5,,0,No Explanation
994,A,False,0.03193901695112349,0.5,,0,No Explanation
995,D,False,0.41701457534649033,0.5,,0,No Explanation
996,A,False,0.10785384910034308,0.5,,0,No Explanation
997,B,False,0.0546780448007893,0.5,,0,No Explanation
998,B,False,0.0724422382535328,0.5,,0,No Explanation
999,C,False,0.26147171861894125,0.5,,0,No Explanation
1000,C,False,0.18997433953751322,0.5,,0,No Explanation
1001,D,False,0.1476254853438488,0.5,,0,No Explanation
1002,C,False,0.09566994585942434,0.5,,0,No Explanation
1003,C,False,0.27804855624948477,0.5,,0,No Explanation
1004,B,False,0.03033967271771238,0.5,,0,No Explanation
1005,B,True,0.09374657200203569,0.5,,0,No Explanation
1006,B,False,0.18463331432056734,0.5,,0,No Explanation
1007,E,False,0.17470717071863995,0.5,,0,No Explanation
1008,B,False,0.1768081314797875,0.5,,0,No Explanation
1009,A,False,0.16911573480408834,0.5,,0,No Explanation
1010,C,False,0.08570759329076179,0.5,,0,No Explanation
1011,C,False,0.11352833817049975,0.5,,0,No Explanation
1012,B,False,0.08641639556158687,0.5,,0,No Explanation
1013,B,False,0.15606464429461867,0.5,,0,No Explanation
1014,C,False,0.3024834522321997,0.5,,0,No Explanation
1015,C,False,0.43247550240462546,0.5,,0,No Explanation
1016,C,True,0.2789883621961557,0.5,,0,No Explanation
1017,C,False,0.1688815059130065,0.5,,0,No Explanation
1018,B,False,0.17711532227668383,0.5,,0,No Explanation
1019,D,False,0.28466392140344454,0.5,,0,No Explanation
1020,D,False,0.07159003555704739,0.5,,0,No Explanation
1021,A,True,0.12201351438653697,0.5,,0,No Explanation
1022,B,False,0.13804735477166408,0.5,,0,No Explanation
1023,A,True,0.04473611249604795,0.5,,0,No Explanation
1024,D,False,0.07444952752971787,0.5,,0,No Explanation
1025,C,False,0.21326736825290574,0.5,,0,No Explanation
1026,B,False,0.22567739924239333,0.5,,0,No Explanation
1027,C,False,0.15317198368267962,0.5,,0,No Explanation
1028,B,False,0.13086605697026849,0.5,,0,No Explanation
1029,D,True,0.18444559682381578,0.5,,0,No Explanation
1030,B,False,0.07544439723995339,0.5,,0,No Explanation
1031,B,False,0.1549096564110872,0.5,,0,No Explanation
1032,E,False,0.35935399100380017,0.5,,0,No Explanation
1033,B,False,0.14883996645019631,0.5,,0,No Explanation
1034,E,False,0.37264083137187914,0.5,,0,No Explanation
1035,C,False,0.15504880740062366,0.5,,0,No Explanation
1036,B,False,0.25527198264776885,0.5,,0,No Explanation
1037,A,False,0.11031694854761412,0.5,,0,No Explanation
1038,A,False,0.007444824083479546,0.5,,0,No Explanation
1039,B,False,0.0933881028084833,0.5,,0,No Explanation
1040,A,False,0.16793348869876432,0.5,,0,No Explanation
1041,B,False,0.09818705121196103,0.5,,0,No Explanation
1042,C,False,0.24867092817724987,0.5,,0,No Explanation
1043,B,False,0.1282328347342671,0.5,,0,No Explanation
1044,A,False,0.08296198738898422,0.5,,0,No Explanation
1045,E,False,0.3433221752312812,0.5,,0,No Explanation
1046,B,True,0.13532519593368889,0.5,,0,No Explanation
1047,D,True,0.14913672142477705,0.5,,0,No Explanation
1048,D,False,0.36563990683982056,0.5,,0,No Explanation
1049,C,False,0.20893311591137206,0.5,,0,No Explanation
1050,A,False,0.09019026538866162,0.5,,0,No Explanation
1051,B,False,0.13489395297472212,0.5,,0,No Explanation
1052,C,True,0.3607105468119532,0.5,,0,No Explanation
1053,A,False,0.20805695894073742,0.5,,0,No Explanation
1054,B,False,0.0979844992361502,0.5,,0,No Explanation
1055,B,True,0.18887113628626032,0.5,,0,No Explanation
1056,B,False,0.11414341188978223,0.5,,0,No Explanation
1057,B,False,0.0773836512659167,0.5,,0,No Explanation
1058,C,False,0.2353063806735522,0.5,,0,No Explanation
1059,C,False,0.173686424080122,0.5,,0,No Explanation
1060,D,False,0.3172748276742618,0.5,,0,No Explanation
1061,B,False,0.11536280909124785,0.5,,0,No Explanation
1062,B,False,0.16765225783524548,0.5,,0,No Explanation
1063,B,False,0.1469545456100078,0.5,,0,No Explanation
1064,E,False,0.24645507510357498,0.5,,0,No Explanation
1065,C,False,0.1883706439846937,0.5,,0,No Explanation
1066,C,False,0.2522400554589408,0.5,,0,No Explanation
1067,A,False,0.11576155269062308,0.5,,0,No Explanation
1068,A,False,0.1508062669755377,0.5,,0,No Explanation
1069,B,True,0.1419458973611947,0.5,,0,No Explanation
1070,A,False,0.02703010725774213,0.5,,0,No Explanation
1071,C,False,0.2389341408123073,0.5,,0,No Explanation
1072,C,True,0.2339928201342244,0.5,,0,No Explanation
1073,A,False,0.16736797366613637,0.5,,0,No Explanation
1074,C,True,0.178241506792304,0.5,,0,No Explanation
1075,B,False,0.10642436994394491,0.5,,0,No Explanation
1076,A,False,0.15777860595529733,0.5,,0,No Explanation
1077,C,False,0.06829055026063999,0.5,,0,No Explanation
1078,B,False,0.11054767691682559,0.5,,0,No Explanation
1079,A,False,0.14707817421324132,0.5,,0,No Explanation
1080,B,True,0.2172518231075865,0.5,,0,No Explanation
1081,A,False,0.1110096802132455,0.5,,0,No Explanation
1082,G,False,0.22024591901634535,0.5,,0,No Explanation
1083,C,False,0.20138802926396912,0.5,,0,No Explanation
1084,B,False,0.0864621470106875,0.5,,0,No Explanation
1085,B,False,0.15219084691991092,0.5,,0,No Explanation
1086,C,False,0.4025017982125279,0.5,,0,No Explanation
1087,B,False,0.10617179133523941,0.5,,0,No Explanation
1088,A,False,0.18225643036257408,0.5,,0,No Explanation
1089,A,False,0.04106177674913898,0.5,,0,No Explanation
1090,A,False,0.07471962655077093,0.5,,0,No Explanation
1091,B,False,0.14881836446178096,0.5,,0,No Explanation
1092,A,False,0.04293474195687271,0.5,,0,No Explanation
1093,C,False,0.18667749604990433,0.5,,0,No Explanation
1094,B,False,0.20638847624675724,0.5,,0,No Explanation
1095,B,False,0.16157726309858308,0.5,,0,No Explanation
1096,A,False,0.0402792079640723,0.5,,0,No Explanation
1097,B,False,0.09075346406902453,0.5,,0,No Explanation
1098,A,False,0.13622342191215978,0.5,,0,No Explanation
1099,E,False,0.3889646698220627,0.5,,0,No Explanation
1100,B,False,0.16379884185520674,0.5,,0,No Explanation
1101,B,False,0.16924477467826005,0.5,,0,No Explanation
1102,D,False,0.2863115770193422,0.5,,0,No Explanation
1103,A,False,0.08630047563786157,0.5,,0,No Explanation
1104,G,False,0.29483173838764104,0.5,,0,No Explanation
1105,B,False,0.13364427826219982,0.5,,0,No Explanation
1106,D,False,0.18814824660763035,0.5,,0,No Explanation
1107,E,False,0.14618270759954963,0.5,,0,No Explanation
1108,C,True,0.2571251840100635,0.5,,0,No Explanation
1109,F,True,0.34205480255705845,0.5,,0,No Explanation
1110,F,True,0.30355333093780246,0.5,,0,No Explanation
1111,A,False,0.022337377534745954,0.5,,0,No Explanation
1112,B,False,0.1689917005684133,0.5,,0,No Explanation
1113,A,False,0.3037787819416531,0.5,,0,No Explanation
1114,C,False,0.13233748043391552,0.5,,0,No Explanation
1115,A,False,0.18500905304807005,0.5,,0,No Explanation
1116,A,False,0.0625212142847439,0.5,,0,No Explanation
1117,B,False,0.0960039067548285,0.5,,0,No Explanation
1118,A,False,0.04981567237258303,0.5,,0,No Explanation
1119,B,False,0.09010832986026243,0.5,,0,No Explanation
1120,D,True,0.26368729225219717,0.5,,0,No Explanation
1121,C,False,0.20230533621251226,0.5,,0,No Explanation
1122,A,False,0.023794217845595073,0.5,,0,No Explanation
1123,C,True,0.3146360283790076,0.5,,0,No Explanation
1124,B,False,0.06892778129929236,0.5,,0,No Explanation
1125,A,False,0.10955290191740472,0.5,,0,No Explanation
1126,B,False,0.1773501484838055,0.5,,0,No Explanation
1127,C,False,0.48460812994907565,0.5,,0,No Explanation
1128,B,False,0.13593080048767828,0.5,,0,No Explanation
1129,C,False,0.2408220342448759,0.5,,0,No Explanation
1130,D,False,0.43435404226092755,0.5,,0,No Explanation
1131,B,True,0.16106758769931884,0.5,,0,No Explanation
1132,B,False,0.18914769836305267,0.5,,0,No Explanation
1133,B,False,0.06988518206353994,0.5,,0,No Explanation
1134,A,False,0.07538372160911966,0.5,,0,No Explanation
1135,C,False,0.2366983478116483,0.5,,0,No Explanation
1136,D,False,0.26493796773406636,0.5,,0,No Explanation
1137,D,False,0.31096028518444196,0.5,,0,No Explanation
1138,B,False,0.2294917341626362,0.5,,0,No Explanation
1139,B,False,0.25097957971067214,0.5,,0,No Explanation
1140,C,False,0.1893741610305183,0.5,,0,No Explanation
1141,D,True,0.41195983535474945,0.5,,0,No Explanation
1142,A,True,0.11573156762238163,0.5,,0,No Explanation
1143,D,True,0.372271430449816,0.5,,0,No Explanation
1144,A,False,0.0536534451970821,0.5,,0,No Explanation
1145,B,False,0.19423920846292822,0.5,,0,No Explanation
1146,C,False,0.14491578601815425,0.5,,0,No Explanation
1147,B,False,0.13228477472661268,0.5,,0,No Explanation
1148,C,True,0.1916390941910793,0.5,,0,No Explanation
1149,B,False,0.1190301806551129,0.5,,0,No Explanation
1150,B,False,0.2711831391537078,0.5,,0,No Explanation
1151,B,False,0.0976471966668045,0.5,,0,No Explanation
1152,B,False,0.15905448640920727,0.5,,0,No Explanation
1153,B,False,0.16695988797446862,0.5,,0,No Explanation
1154,C,False,0.11601253619012077,0.5,,0,No Explanation
1155,B,False,0.13052242758902066,0.5,,0,No Explanation
1156,B,False,0.08301453240087447,0.5,,0,No Explanation
1157,E,False,0.23366768773662489,0.5,,0,No Explanation
1158,C,False,0.13372854337195608,0.5,,0,No Explanation
1159,C,True,0.20639399554226515,0.5,,0,No Explanation
1160,A,False,0.019718554649174446,0.5,,0,No Explanation
1161,B,False,0.3434678762420333,0.5,,0,No Explanation
1162,B,False,0.19718157647060788,0.5,,0,No Explanation
1163,B,False,0.11605132162191494,0.5,,0,No Explanation
1164,C,True,0.27221616095555873,0.5,,0,No Explanation
1165,C,False,0.16438853431302863,0.5,,0,No Explanation
1166,C,False,0.23555254116839608,0.5,,0,No Explanation
1167,A,False,0.19459810402645206,0.5,,0,No Explanation
1168,B,False,0.03350971510675722,0.5,,0,No Explanation
1169,F,True,0.1797356603711051,0.5,,0,No Explanation
1170,E,False,0.3412622315259989,0.5,,0,No Explanation
1171,E,False,0.3653257324109657,0.5,,0,No Explanation
1172,D,False,0.25583273551152275,0.5,,0,No Explanation
1173,C,False,0.18023412110971018,0.5,,0,No Explanation
1174,B,False,0.16663557125329806,0.5,,0,No Explanation
1175,D,False,0.24103206133465815,0.5,,0,No Explanation
1176,D,False,0.1792341767385595,0.5,,0,No Explanation
1177,C,False,0.0831447898087442,0.5,,0,No Explanation
1178,B,False,0.10186458165858009,0.5,,0,No Explanation
1179,D,False,0.10334849494175438,0.5,,0,No Explanation
1180,B,True,0.06430288425914452,0.5,,0,No Explanation
1181,D,False,0.13698772028801062,0.5,,0,No Explanation
1182,A,False,0.20793990208071217,0.5,,0,No Explanation
1183,B,False,0.11496449519056054,0.5,,0,No Explanation
1184,E,True,0.6321638880354706,0.5,0.33719010154449974,1,term:: 36 months from 0.0 to 1.0
1184,E,True,0.6321638880354706,0.5,0.33719010154449974,1,term:: 60 months from 1.0 to 0.0
1184,E,True,0.6321638880354706,0.5,0.42143640896550066,2,home_ownership::MORTGAGE from 0.0 to 1.0
1184,E,True,0.6321638880354706,0.5,0.42143640896550066,2,home_ownership::RENT from 1.0 to 0.0
1184,E,True,0.6321638880354706,0.5,0.4509594516011388,3,annual_inc from 39879.059394141426 to 66085.45986557804
1184,E,True,0.6321638880354706,0.5,0.42655548297997,4,fico_range_high from 664.0 to 699.6428999999999
1184,E,True,0.6321638880354706,0.5,0.42655548297997,4,fico_range_low from 660.0 to 695.6427500000001
1184,E,True,0.6321638880354706,0.5,0.43853324116322917,5,revol_bal from 7238.307644517335 to 12602.222474979331
1184,E,True,0.6321638880354706,0.5,0.43853324116322917,5,fico_range_low from 660.0 to 695.6427500000001
1184,E,True,0.6321638880354706,0.5,0.44280965427650126,6,dti from 2.5252132132132132 to 2.0512227454354353
1184,E,True,0.6321638880354706,0.5,0.44280965427650126,6,fico_range_low from 660.0 to 695.6427500000001
1184,E,True,0.6321638880354706,0.5,0.48188683080144634,7,open_acc from 13.96875 to 14.77534140625
1184,E,True,0.6321638880354706,0.5,0.48188683080144634,7,fico_range_low from 660.0 to 695.6427500000001
1184,E,True,0.6321638880354706,0.5,0.49968910934943184,8,fico_range_low from 660.0 to 695.6427500000001
1184,E,True,0.6321638880354706,0.5,0.49968910934943184,8,cr_hist from 178.74811467237518 to 171.39587691412487
1184,E,True,0.6321638880354706,0.5,0.4123313495679133,9,dti from 2.5252132132132132 to 2.0512227454354353
1184,E,True,0.6321638880354706,0.5,0.4123313495679133,9,fico_range_high from 664.0 to 699.6428999999999
1184,E,True,0.6321638880354706,0.5,0.4730244914837101,10,dti from 2.5252132132132132 to 2.0512227454354353
1184,E,True,0.6321638880354706,0.5,0.4730244914837101,10,revol_bal from 7238.307644517335 to 12602.222474979331
1185,D,False,0.2113502042897706,0.5,,0,No Explanation
1186,B,False,0.18386844911546263,0.5,,0,No Explanation
1187,B,False,0.3351477436308436,0.5,,0,No Explanation
1188,A,False,0.15494760340715663,0.5,,0,No Explanation
1189,A,False,0.13278090326083059,0.5,,0,No Explanation
1190,E,False,0.33391760055020386,0.5,,0,No Explanation
1191,B,False,0.1486744870486856,0.5,,0,No Explanation
1192,A,False,0.11926051538542562,0.5,,0,No Explanation
1193,D,True,0.15000135001877907,0.5,,0,No Explanation
1194,A,False,0.02257810816634346,0.5,,0,No Explanation
1195,B,False,0.15613592415283908,0.5,,0,No Explanation
1196,C,False,0.1396241452291872,0.5,,0,No Explanation
1197,B,True,0.23267173481203465,0.5,,0,No Explanation
1198,B,False,0.1018838767490221,0.5,,0,No Explanation
1199,A,False,0.11128601915226327,0.5,,0,No Explanation
1200,A,False,0.10673395852865077,0.5,,0,No Explanation
1201,C,False,0.1394196427581993,0.5,,0,No Explanation
1202,E,True,0.2510211370044408,0.5,,0,No Explanation
1203,B,False,0.1702538033789577,0.5,,0,No Explanation
1204,B,False,0.10200869964639729,0.5,,0,No Explanation
1205,B,False,0.09203083799667168,0.5,,0,No Explanation
1206,F,False,0.30147609029301364,0.5,,0,No Explanation
1207,D,False,0.10466064757688716,0.5,,0,No Explanation
1208,B,False,0.02428692861023688,0.5,,0,No Explanation
1209,F,True,0.509714212069961,0.5,0.3083251174456918,1,term:: 36 months from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.3083251174456918,1,term:: 60 months from 1.0 to 0.0
1209,F,True,0.509714212069961,0.5,0.39364966881839397,2,dti from 3.291795795795796 to 2.0512227454354353
1209,F,True,0.509714212069961,0.5,0.4351784604817135,3,fico_range_high from 669.0 to 699.6428999999999
1209,F,True,0.509714212069961,0.5,0.4402590410191822,4,annual_inc from 42211.391724655194 to 66085.45986557804
1209,F,True,0.509714212069961,0.5,0.45356700947258227,5,fico_range_low from 665.0 to 695.6427500000001
1209,F,True,0.509714212069961,0.5,0.48047659725959063,6,revol_util from 72.86037037037038 to 50.401448533641975
1209,F,True,0.509714212069961,0.5,0.48351925714656524,7,purpose::debt_consolidation from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.48351925714656524,7,purpose::other from 1.0 to 0.0
1209,F,True,0.509714212069961,0.5,0.49498168269457443,8,open_acc from 12.671875 to 14.77534140625
1209,F,True,0.509714212069961,0.5,0.49498168269457443,8,cr_hist from 234.64244125051187 to 171.39587691412487
1209,F,True,0.509714212069961,0.5,0.4964832639483634,9,open_acc from 12.671875 to 14.77534140625
1209,F,True,0.509714212069961,0.5,0.4964832639483634,9,home_ownership::MORTGAGE from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.4964832639483634,9,home_ownership::OWN from 1.0 to 0.0
1209,F,True,0.509714212069961,0.5,0.4666505569727991,10,loan_amnt from 17325.0 to 14398.863749999999
1209,F,True,0.509714212069961,0.5,0.4666505569727991,10,home_ownership::MORTGAGE from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.4666505569727991,10,home_ownership::OWN from 1.0 to 0.0
1209,F,True,0.509714212069961,0.5,0.4765804954553692,11,funded_amnt from 17325.0 to 14391.65375
1209,F,True,0.509714212069961,0.5,0.4765804954553692,11,home_ownership::MORTGAGE from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.4765804954553692,11,home_ownership::OWN from 1.0 to 0.0
1209,F,True,0.509714212069961,0.5,0.49120378152602373,12,cr_hist from 234.64244125051187 to 171.39587691412487
1209,F,True,0.509714212069961,0.5,0.49120378152602373,12,home_ownership::MORTGAGE from 0.0 to 1.0
1209,F,True,0.509714212069961,0.5,0.49120378152602373,12,home_ownership::OWN from 1.0 to 0.0
1210,B,False,0.24190910198834742,0.5,,0,No Explanation
1211,B,False,0.07157188622264873,0.5,,0,No Explanation
1212,D,False,0.06905783256343462,0.5,,0,No Explanation
1213,C,True,0.21207385716372001,0.5,,0,No Explanation
1214,D,False,0.09049312389362078,0.5,,0,No Explanation
1215,C,False,0.06397494718923291,0.5,,0,No Explanation
1216,C,False,0.2868893990889411,0.5,,0,No Explanation
1217,C,False,0.273073023615752,0.5,,0,No Explanation
1218,C,False,0.13439532687463737,0.5,,0,No Explanation
1219,D,False,0.3717425056173441,0.5,,0,No Explanation
1220,E,False,0.34228772261763224,0.5,,0,No Explanation
1221,F,False,0.24157473600119092,0.5,,0,No Explanation
1222,B,False,0.08115372622569979,0.5,,0,No Explanation
1223,B,False,0.2641115060589982,0.5,,0,No Explanation
1224,C,False,0.2373685325146488,0.5,,0,No Explanation
1225,B,False,0.06449745958748736,0.5,,0,No Explanation
1226,D,False,0.2577040852196859,0.5,,0,No Explanation
1227,C,False,0.17818371664500138,0.5,,0,No Explanation
1228,C,False,0.25002210522853563,0.5,,0,No Explanation
1229,A,False,0.20277121312220917,0.5,,0,No Explanation
1230,A,False,0.08347555163627982,0.5,,0,No Explanation
1231,B,False,0.16477036232547973,0.5,,0,No Explanation
1232,F,True,0.5922679034019536,0.5,0.3378420152232808,1,term:: 36 months from 0.0 to 1.0
1232,F,True,0.5922679034019536,0.5,0.3378420152232808,1,term:: 60 months from 1.0 to 0.0
1232,F,True,0.5922679034019536,0.5,0.4829027479087951,2,fico_range_high from 674.0 to 699.6428999999999
1232,F,True,0.5922679034019536,0.5,0.48510321275019996,3,home_ownership::MORTGAGE from 0.0 to 1.0
1232,F,True,0.5922679034019536,0.5,0.48510321275019996,3,home_ownership::RENT from 1.0 to 0.0
1232,F,True,0.5922679034019536,0.5,0.4527030842605637,4,revol_bal from 7458.63769500425 to 12602.222474979331
1232,F,True,0.5922679034019536,0.5,0.4527030842605637,4,fico_range_low from 670.0000000000001 to 695.6427500000001
1232,F,True,0.5922679034019536,0.5,0.4791745307281837,5,dti from 2.4147351351351354 to 2.0512227454354353
1232,F,True,0.5922679034019536,0.5,0.4791745307281837,5,revol_bal from 7458.63769500425 to 12602.222474979331
1232,F,True,0.5922679034019536,0.5,0.4795579778357769,6,annual_inc from 53873.05337722405 to 66085.45986557804
1232,F,True,0.5922679034019536,0.5,0.4795579778357769,6,revol_bal from 7458.63769500425 to 12602.222474979331
1232,F,True,0.5922679034019536,0.5,0.4871967260779255,7,revol_bal from 7458.63769500425 to 12602.222474979331
1232,F,True,0.5922679034019536,0.5,0.4871967260779255,7,cr_hist from 127.14683389508579 to 171.39587691412487
1232,F,True,0.5922679034019536,0.5,0.4915524769381464,8,revol_bal from 7458.63769500425 to 12602.222474979331
1232,F,True,0.5922679034019536,0.5,0.4915524769381464,8,revol_util from 92.84438271604938 to 50.401448533641975
1233,B,False,0.1614208376500185,0.5,,0,No Explanation
1234,C,False,0.21308869445853532,0.5,,0,No Explanation
1235,C,False,0.11213584196348654,0.5,,0,No Explanation
1236,B,False,0.24095631407850857,0.5,,0,No Explanation
1237,B,False,0.17409713315441064,0.5,,0,No Explanation
1238,C,False,0.1246348861251516,0.5,,0,No Explanation
1239,E,True,0.4611916834209148,0.5,,0,No Explanation
1240,A,False,0.03798401073259556,0.5,,0,No Explanation
1241,C,True,0.4092653769320883,0.5,,0,No Explanation
1242,E,False,0.2585683809205596,0.5,,0,No Explanation
1243,D,False,0.3149570436254512,0.5,,0,No Explanation
1244,B,False,0.2294951200379179,0.5,,0,No Explanation
1245,B,False,0.18053725352795116,0.5,,0,No Explanation
1246,B,False,0.11889701716556372,0.5,,0,No Explanation
1247,A,True,0.15355093732537103,0.5,,0,No Explanation
1248,B,False,0.15337371137834468,0.5,,0,No Explanation
1249,B,False,0.10323648771157257,0.5,,0,No Explanation
1250,B,False,0.33320236080115084,0.5,,0,No Explanation
1251,C,False,0.13908398818622747,0.5,,0,No Explanation
1252,C,False,0.21364690297028388,0.5,,0,No Explanation
1253,C,False,0.06630212843910994,0.5,,0,No Explanation
1254,D,False,0.09258327879867022,0.5,,0,No Explanation
1255,C,False,0.08934180246425144,0.5,,0,No Explanation
1256,C,False,0.057662336890618136,0.5,,0,No Explanation
1257,C,False,0.1150829061119129,0.5,,0,No Explanation
1258,C,False,0.14987517600542355,0.5,,0,No Explanation
